year,ccode,corruption_percentile,ROL_percentile,ROL_estimate,voiceaccount_sources
2005,GNB,12.68292713,9.090909004,-1.259566665,8
2005,GUY,35.12195206,31.57894707,-0.663847804,8
2005,HTI,3.414634228,1.91387558,-1.663088679,9
2005,HND,22.43902397,27.75119591,-0.77110076,14
2005,HKG,93.17073059,92.82296753,1.60160768,7
2005,HUN,72.19512177,75.11961365,0.838809192,10
2005,ISL,99.51219177,99.52153015,1.939324021,8
2005,IND,44.87804794,56.93779755,0.133130163,12
2005,IDN,18.53658485,26.31579018,-0.797872186,13
2005,IRN,40.48780441,22.96650696,-0.865804315,11
2005,IRQ,4.390244007,1.435406685,-1.716897011,9
2005,IRL,92.19512177,92.34449768,1.584284186,9
2005,ISR,78.53658295,73.68421173,0.807715952,9
2005,ITA,67.80487823,64.59329987,0.509243011,9
2005,JAM,46.341465,39.71291733,-0.410603523,10
2005,JPN,83.9024353,88.03827667,1.224396586,9
2005,JEY,,,,
2005,JOR,63.4146347,58.37320709,0.29918322,14
2005,KAZ,16.5853653,20.09569359,-0.953236163,12
2005,KEN,17.07317162,22.00956917,-0.880881011,15
2005,KIR,62.43902588,70.81340027,0.750548363,3
2005,PRK,8.292682648,12.91866016,-1.141587377,9
2005,KOR,71.70731354,82.29665375,0.974222898,11
2005,XKX,38.04878235,24.4019146,-0.821679115,4
2005,KWT,69.75609589,65.55023956,0.527741909,10
2005,KGZ,8.780488014,13.87559795,-1.123240829,9
2005,LAO,6.829268456,11.48325348,-1.173480153,8
2005,LVA,65.85366058,66.98564911,0.565877914,9
2005,LBN,37.56097412,45.45454407,-0.232234254,10
2005,LSO,57.56097412,46.41148376,-0.189165324,8
2005,LBR,10.73170757,8.133971214,-1.319937825,9
2005,LBY,17.56097603,17.22488022,-0.980864763,11
2005,LIE,88.29268646,81.8181839,0.966194272,3
2005,LTU,64.39024353,67.94258118,0.577139497,9
2005,LUX,92.68292999,96.65071869,1.818800569,6
2005,MAC,70.24390411,70.33493042,0.720198452,1
2005,MDG,55.12195206,41.62679291,-0.352792233,12
2005,MWI,27.31707382,49.28229523,-0.123802178,15
2005,MYS,59.51219559,61.7224884,0.433445394,12
2005,MDV,41.46341324,55.50239182,0.09036915,6
2005,MLI,39.02439117,47.36841965,-0.140042946,12
2005,MLT,78.04878235,90.90908813,1.415869355,5
2005,MHL,47.80487823,64.11483002,0.498723,2
2005,MTQ,77.56097412,77.99043274,0.847438395,1
2005,MRT,36.5853653,29.18660355,-0.725180209,10
2005,MUS,60.97560883,80.8612442,0.941242993,10
2005,MEX,45.85365677,41.14832687,-0.382989526,14
2005,FSM,53.17073059,86.60286713,1.133569241,3
2005,MDA,30.24390221,42.10526276,-0.351528734,11
2005,MCO,,72.72727203,0.776517034,2
2005,MNG,33.658535,45.93301392,-0.218004078,10
2005,MNE,45.36585236,47.8468895,-0.138817459,4
2005,MAR,41.95121765,44.97607803,-0.269636899,14
2005,MOZ,37.07316971,32.53588486,-0.633744419,14
2005,MMR,0.48780489,0.95693779,-1.735870838,9
2005,NAM,59.02439117,50.71770477,-0.066113971,14
2005,NRU,,72.72727203,0.776517034,2
2005,NPL,23.90243912,23.92344475,-0.825216174,10
2005,NLD,96.0975647,95.69377899,1.752622843,9
2005,ANT,88.29268646,77.99043274,0.847438395,1
2005,NZL,98.53658295,97.12918854,1.846398473,10
2005,NIC,32.68292618,33.49282455,-0.614661515,14
2005,NER,26.34146309,29.66507149,-0.721390843,10
2005,NGA,11.70731735,7.655502319,-1.35421598,15
2005,NIU,,,,
2005,MKD,40,44.01913834,-0.297171354,10
2005,NOR,96.5853653,98.56459045,1.912481785,10
2005,OMN,67.31707001,58.85167313,0.306262553,8
2005,PAK,14.63414669,21.53110123,-0.890321434,12
2005,PLW,,72.72727203,0.776517034,2
2005,PAN,42.92683029,50.23923492,-0.101316899,12
2005,PNG,13.17073154,16.74641228,-1.01297164,9
2005,PRY,4.878048897,19.1387558,-0.963428319,12
2005,PER,44.39024353,30.14354134,-0.700787902,13
2005,PHL,30.73170662,43.06220245,-0.333545029,13
2005,POL,61.95121765,62.67942429,0.470091373,11
2005,PRT,81.46341705,87.55980682,1.224315524,9
2005,PRI,88.29268646,68.42105103,0.585461497,2
2005,QAT,72.68292999,67.46411133,0.576530278,9
2005,REU,77.56097412,84.68899536,1.109415412,1
2005,ROU,48.78048706,46.88995361,-0.154217437,13
2005,RUS,21.46341515,18.66028786,-0.963954508,12
2005,RWA,31.70731735,23.44497681,-0.862899542,10
2005,WSM,60.48780441,85.16746521,1.11041069,3
2005,SMR,,72.72727203,0.776517034,2
2005,STP,35.60975647,35.88516617,-0.533665299,6
2005,SAU,54.14634323,52.1531105,-0.022657473,9
2005,SEN,55.60975647,54.54545593,0.009816418,12
2005,SRB,42.43902588,20.57416344,-0.948700786,10
2005,SYC,66.34146118,61.24401855,0.401306272,8
2005,SLE,13.65853691,12.44019127,-1.151015639,11
2005,SGP,98.04878235,94.73683929,1.695873618,10
2005,SVK,68.29268646,63.15789413,0.490570605,10
2005,SVN,80,79.9043045,0.883541584,11
2005,SLB,58.04878235,25.35885239,-0.814222395,4
2005,SOM,0,0,-2.219452381,9
2005,ZAF,69.26829529,52.63158035,-0.011951254,16
2005,SSD,,,,
2005,ESP,88.78048706,85.64593506,1.117549539,9
2005,LKA,46.82926941,57.4162674,0.158469424,12
2005,KNA,83.4146347,78.94736481,0.871094525,4
2005,LCA,84.39024353,74.64115143,0.826629877,4
2005,VCT,82.43902588,74.64115143,0.826629877,4
2005,SDN,3.902439117,2.87081337,-1.649950027,11
2005,SUR,60,48.32535934,-0.13585934,6
2005,SWE,97.56097412,96.17224884,1.797751307,10
2005,CHE,97.07317352,98.08612061,1.901669383,9
2005,SYR,20.97560883,33.97129059,-0.594401121,11
2005,TWN,73.17073059,82.77511597,1.01513648,10
2005,TJK,12.19512177,14.35406685,-1.100242376,9
2005,TZA,33.17073059,44.49760818,-0.286303788,15
2005,THA,50.73170853,53.58851624,-0.007557075,12
2005,TLS,34.63414764,37.32057571,-0.50909394,8
2005,TGO,20,15.31100464,-1.064425945,10
2005,TON,5.365853786,66.50717926,0.559429646,4
2005,TTO,57.07316971,53.11004639,-0.007824289,9
2005,TUN,54.63414764,51.67464066,-0.036268614,13
2005,TUR,56.09756088,56.45933151,0.117468551,13
2005,TKM,5.853658676,3.349282265,-1.611423492,7
2005,TUV,53.17073059,88.99521637,1.261578798,3
2005,UGA,21.95121956,34.92823029,-0.542147875,15
2005,UKR,24.87804794,25.83732033,-0.804544687,10
2005,ARE,80.48780823,60.76554871,0.389575779,9
2005,GBR,94.63414764,91.86602783,1.55816102,10
2005,USA,91.70731354,91.38755798,1.528270125,10
2005,URY,81.95121765,62.20095825,0.458849579,11
2005,UZB,9.756097794,5.263157845,-1.478708982,8
2005,VUT,63.90243912,65.07176971,0.517324984,4
2005,VEN,16.09756088,9.569377899,-1.258513927,13
2005,VNM,25.85365868,43.54066849,-0.317553699,12
2005,VIR,77.56097412,84.68899536,1.109415412,1
2005,PSE,39.51219559,42.5837326,-0.343224317,6
2005,YEM,19.02439117,8.612440109,-1.267335534,11
2005,ZMB,34.14634323,36.84210587,-0.517538428,14
2005,ZWE,7.317073345,0.478468895,-1.834908366,14
2006,AFG,1.951219559,0.478468895,-1.879004836,9
2006,ALB,22.92682838,28.22966576,-0.703135848,13
2006,DZA,35.12195206,25.83732033,-0.775204539,15
2006,ASM,64.87805176,85.16746521,1.069221497,1
2006,AND,88.29268646,74.16268158,0.85568583,3
2006,AGO,7.804878235,8.133971214,-1.31127274,14
2006,AIA,88.29268646,92.34449768,1.586802006,1
2006,ATG,83.4146347,78.46890259,0.921211839,4
2006,ARG,43.4146347,34.44976044,-0.577015638,16
2006,ARM,29.75609779,35.88516617,-0.544567347,13
2006,ABW,88.29268646,72.72727203,0.810431302,1
2006,AUS,95.12194824,94.25836945,1.756738544,10
2006,AUT,94.63414764,98.56459045,1.899768829,10
2006,AZE,12.68292713,21.53110123,-0.885929227,14
2006,BHS,90.24390411,85.64593506,1.075713396,4
2006,BHR,60.48780441,61.24401855,0.370951921,10
2006,BGD,2.926829338,20.57416344,-0.907564044,14
2006,BRB,89.75609589,89.47368622,1.225232124,6
2006,BLR,36.5853653,8.612440109,-1.303660631,10
2006,BEL,88.78048706,88.99521637,1.2245996,10
2006,BLZ,44.39024353,54.06698608,0.023866652,5
2006,BEN,34.14634323,37.32057571,-0.531569779,15
2006,BMU,88.29268646,72.72727203,0.810431302,1
2006,BTN,77.56097412,58.85167313,0.21245949,9
2006,BOL,39.51219559,23.92344475,-0.853729308,16
2006,BIH,45.85365677,39.71291733,-0.496493608,11
2006,BWA,79.02439117,64.59329987,0.513664186,16
2006,BRA,53.17073059,43.06220245,-0.402620196,17
2006,BRN,61.95121765,55.98086166,0.115104832,4
2006,BGR,53.658535,51.19617081,-0.108846173,15
2006,BFA,44.87804794,42.10526276,-0.433823466,16
2006,BDI,12.19512177,18.18181801,-0.98323828,12
2006,CPV,77.07317352,68.89952087,0.640256405,9
2006,KHM,7.317073345,10.04784679,-1.238224626,12
2006,CMR,13.65853691,11.48325348,-1.16298461,15
2006,CAN,95.60975647,96.65071869,1.801083326,12
2006,CYM,88.29268646,85.16746521,1.069221497,1
2006,CAF,8.292682648,3.349282265,-1.544903755,10
2006,TCD,5.365853786,2.87081337,-1.552998543,14
2006,CHL,91.21951294,88.03827667,1.181291223,15
2006,CHN,37.07316971,28.7081337,-0.699893415,13
2006,COL,52.19512177,39.23445129,-0.508387923,17
2006,COM,28.29268265,18.66028786,-0.977074742,8
2006,COD,0.975609779,2.392344475,-1.621696711,12
2006,COG,11.70731735,9.090909004,-1.266345739,11
2006,COK,72.68292999,78.94736481,0.942248106,
2006,CRI,70.24390411,62.67942429,0.389714092,14
2006,CIV,8.780488014,4.306220055,-1.462903976,12
2006,HRV,58.04878235,52.1531105,-0.048246041,14
2006,CUB,62.92683029,26.31579018,-0.7638188,11
2006,CYP,82.43902588,86.60286713,1.09397459,9
2006,CZE,67.80487823,74.64115143,0.862385094,13
2006,DNK,100,100,1.983498931,10
2006,DJI,30.24390221,21.05263138,-0.886092663,9
2006,DMA,73.65853882,69.85646057,0.740866184,4
2006,DOM,27.80487823,33.97129059,-0.584695756,14
2006,ECU,24.39024353,15.31100464,-1.031002641,15
2006,EGY,26.34146309,46.88995361,-0.27896744,16
2006,SLV,42.92683029,29.66507149,-0.691741586,14
2006,GNQ,4.878048897,13.39712906,-1.093562722,9
2006,ERI,42.43902588,11.00478458,-1.180051565,11
2006,EST,81.46341705,87.55980682,1.129732013,12
2006,SWZ,55.60975647,33.49282455,-0.598636866,9
2006,ETH,30.73170662,30.62200928,-0.667515755,16
2006,FJI,60,54.54545593,0.051683944,6
2006,FIN,99.51219177,99.0430603,1.959513426,10
2006,FRA,91.70731354,90.43061829,1.462172866,12
2006,GUF,76.5853653,72.72727203,0.810431302,1
2006,GAB,14.63414669,26.79425812,-0.75450623,10
2006,GMB,26.8292675,44.49760818,-0.37112534,11
2006,GEO,58.53658676,40.66985703,-0.461667329,13
2006,DEU,93.17073059,95.21530914,1.770086169,11
2006,GHA,56.09756088,55.02392197,0.056496635,16
2006,GRC,68.78048706,75.11961365,0.863401473,11
2006,GRL,,,,
2006,GRD,74.14633942,59.33014297,0.259322912,4
2006,GUM,76.5853653,85.16746521,1.069221497,1
2006,GTM,21.46341515,12.91866016,-1.097761035,17
2006,GIN,11.21951199,5.263157845,-1.420995474,11
2006,GNB,13.17073154,9.569377899,-1.256101966,9
2006,GUY,34.63414764,34.92823029,-0.564467251,10
2006,HTI,6.341463566,5.74162674,-1.412974358,12
2006,HND,21.95121956,17.22488022,-0.988683164,15
2006,HKG,93.65853882,90.90908813,1.539627671,9
2006,HUN,73.17073059,79.9043045,0.976617098,12
2006,ISL,97.56097412,98.08612061,1.88209331,9
2006,IND,47.31707382,57.4162674,0.178989619,15
2006,IDN,20.48780441,29.18660355,-0.694450855,16
2006,IRN,38.04878235,16.26794243,-0.994356155,13
2006,IRQ,1.463414669,1.435406685,-1.680826664,9
2006,IRL,92.19512177,93.77990723,1.708898306,11
2006,ISR,80,77.03349304,0.891168356,12
2006,ITA,71.21951294,61.7224884,0.379006386,11
2006,JAM,46.341465,43.54066849,-0.396132678,12
2006,JPN,89.26829529,89.95215607,1.351525664,11
2006,JEY,,,,
2006,JOR,64.39024353,60.28708267,0.303705812,16
2006,KAZ,18.04878044,12.44019127,-1.102119327,14
2006,KEN,19.51219559,22.48803902,-0.882364631,18
2006,KIR,59.02439117,76.55502319,0.885014534,3
2006,PRK,2.439024448,6.698564529,-1.393410683,9
2006,KOR,65.36585236,73.68421173,0.83795172,13
2006,XKX,37.56097412,22.96650696,-0.858364582,5
2006,KWT,70.73170471,65.55023956,0.529348493,12
2006,KGZ,6.829268456,7.655502319,-1.317292809,12
2006,LAO,5.853658676,15.78947353,-1.014828324,10
2006,LVA,68.29268646,66.98564911,0.61689353,10
2006,LBN,17.56097603,33.01435471,-0.601163983,13
2006,LSO,57.07316971,47.36841965,-0.236582726,10
2006,LBR,27.31707382,22.00956917,-0.883909762,11
2006,LBY,14.14634132,13.87559795,-1.080170631,11
2006,LIE,88.29268646,82.77511597,1.059530973,3
2006,LTU,59.51219559,69.37799072,0.706575036,11
2006,LUX,94.14633942,93.30143738,1.686774373,7
2006,MAC,66.82926941,63.15789413,0.434603959,1
2006,MDG,51.70731735,41.14832687,-0.448409081,15
2006,MWI,36.09756088,48.80382919,-0.222235888,16
2006,MYS,62.43902588,63.63636398,0.449109823,14
2006,MDV,32.68292618,52.63158035,-0.034912698,6
2006,MLI,38.53658676,46.41148376,-0.287434399,15
2006,MLT,80.48780823,91.38755798,1.555626631,6
2006,MHL,31.21951294,68.42105103,0.627963364,2
2006,MTQ,76.5853653,72.72727203,0.810431302,1
2006,MRT,25.85365868,25.35885239,-0.79064399,14
2006,MUS,63.90243912,73.20574188,0.830360055,11
2006,MEX,43.90243912,40.19138718,-0.472546279,17
2006,FSM,54.63414764,88.51674652,1.183637261,3
2006,MDA,31.70731735,38.2775116,-0.517649949,12
2006,MCO,,81.8181839,0.984307051,2
2006,MNG,33.658535,45.93301392,-0.316718906,11
2006,MNE,40.97560883,49.76076508,-0.212690175,9
2006,MAR,39.02439117,45.45454407,-0.318183392,16
2006,MOZ,32.19512177,31.57894707,-0.619978487,17
2006,MMR,0.48780489,3.82775116,-1.535485148,9
2006,NAM,61.46341324,58.37320709,0.196435556,14
2006,NRU,,81.8181839,0.984307051,2
2006,NPL,28.78048706,31.10047913,-0.621390879,13
2006,NLD,96.0975647,94.73683929,1.769746184,10
2006,ANT,88.29268646,72.72727203,0.810431302,1
2006,NZL,99.02439117,96.17224884,1.794790864,12
2006,NIC,29.26829338,27.27272797,-0.752042234,16
2006,NER,20.97560883,32.53588486,-0.601572275,13
2006,NGA,10.73170757,14.35406685,-1.075395942,18
2006,NIU,,,,
2006,MKD,40.48780441,36.36363602,-0.537630379,11
2006,NOR,97.07317352,99.52153015,1.965772152,12
2006,OMN,67.31707001,59.80861282,0.286412954,8
2006,PAK,22.43902397,23.44497681,-0.857247531,15
2006,PLW,,81.8181839,0.984307051,2
2006,PAN,41.95121765,50.23923492,-0.155252963,13
2006,PNG,10.24390221,24.4019146,-0.834696293,9
2006,PRY,9.756097794,19.1387558,-0.971096039,14
2006,PER,48.78048706,27.75119591,-0.704654872,16
2006,PHL,20,42.5837326,-0.406893373,16
2006,POL,63.4146347,62.20095825,0.382761627,13
2006,PRT,80.97560883,79.42583466,0.97526747,11
2006,PRI,71.70731354,65.07176971,0.51868993,3
2006,QAT,78.53658295,67.94258118,0.624771059,10
2006,REU,76.5853653,85.16746521,1.069221497,1
2006,ROU,49.26829147,50.71770477,-0.134708419,16
2006,RUS,19.02439117,17.70335007,-0.987496436,15
2006,RWA,49.75609589,30.14354134,-0.675532937,12
2006,WSM,65.85366058,82.29665375,0.987025738,3
2006,SMR,,81.8181839,0.984307051,2
2006,STP,47.80487823,38.75598145,-0.510794938,7
2006,SAU,50.73170853,53.58851624,0.011266703,11
2006,SEN,41.46341324,49.28229523,-0.22130622,15
2006,SRB,46.82926941,36.84210587,-0.536948502,12
2006,SYC,66.34146118,56.45933151,0.171267152,8
2006,SLE,16.5853653,16.74641228,-0.992507756,14
2006,SGP,98.04878235,91.86602783,1.573898673,12
2006,SVK,69.26829529,64.11483002,0.488393605,11
2006,SVN,81.95121765,77.51196289,0.89984107,12
2006,SLB,50.24390411,32.05741501,-0.603670895,4
2006,SOM,0,0,-2.350462914,9
2006,ZAF,69.75609589,57.89473724,0.181309819,19
2006,SSD,,,,
2006,ESP,84.87805176,87.08133698,1.119876862,11
2006,LKA,51.21951294,56.93779755,0.177752674,14
2006,KNA,83.4146347,78.46890259,0.921211839,4
2006,LCA,84.39024353,76.07655334,0.873946965,4
2006,VCT,79.51219177,76.07655334,0.873946965,4
2006,SDN,9.268292427,7.177033424,-1.376057744,12
2006,SUR,55.12195206,48.32535934,-0.226305485,8
2006,SWE,98.53658295,97.60765839,1.851176381,12
2006,CHE,96.5853653,97.12918854,1.803771615,10
2006,SYR,18.53658485,20.09569359,-0.930595398,12
2006,TWN,72.19512177,70.33493042,0.773827016,12
2006,TJK,16.09756088,10.52631569,-1.182174087,12
2006,TZA,48.29268265,41.62679291,-0.444665194,17
2006,THA,40,51.67464066,-0.069355071,14
2006,TLS,33.17073059,11.96172237,-1.110409856,9
2006,TGO,15.60975647,19.61722565,-0.9487499,12
2006,TON,3.902439117,67.46411133,0.619174004,4
2006,TTO,52.68292618,47.8468895,-0.226843059,10
2006,TUN,56.5853653,55.50239182,0.112958908,14
2006,TUR,57.56097412,53.11004639,-0.003374322,15
2006,TKM,3.414634228,1.91387558,-1.641041875,7
2006,TUV,54.63414764,86.12440491,1.079418302,3
2006,UGA,23.90243912,44.97607803,-0.325426668,18
2006,UKR,24.87804794,24.88038254,-0.821370304,12
2006,ARE,78.04878235,60.76554871,0.311535925,9
2006,GBR,92.68292999,95.69377899,1.772394538,12
2006,USA,90.73170471,92.82296753,1.592660189,14
2006,URY,83.9024353,66.02870941,0.551547348,13
2006,UZB,17.07317162,4.78468895,-1.453594685,9
2006,VUT,60.97560883,66.50717926,0.567534447,4
2006,VEN,15.1219511,6.220095634,-1.409444451,16
2006,VNM,25.36585426,37.79904175,-0.518898845,15
2006,VIR,76.5853653,85.16746521,1.069221497,1
2006,PSE,45.36585236,44.01913834,-0.391614825,8
2006,YEM,23.4146347,14.83253574,-1.039284348,14
2006,ZMB,35.60975647,35.40670013,-0.549666524,16
2006,ZWE,4.390244007,0.95693779,-1.751685381,17
2007,AFG,0.970873773,0.478468895,-1.852560043,10
2007,ALB,28.64077759,30.14354134,-0.661545992,13
2007,DZA,33.0097084,23.92344475,-0.791886449,16
2007,ASM,66.01941681,84.68899536,1.090919852,1
2007,AND,88.34951782,87.08133698,1.168245077,3
2007,AGO,5.339805603,6.220095634,-1.375133514,13
2007,AIA,88.34951782,92.82296753,1.619831324,1
2007,ATG,84.46601868,79.9043045,0.893503189,4
2007,ARG,44.17475891,33.97129059,-0.601472259,16
2007,ARM,26.21359253,37.79904175,-0.496518046,13
2007,ABW,88.34951782,75.11961365,0.826464057,1
2007,AUS,95.63106537,94.25836945,1.743887424,10
2007,AUT,96.11650848,99.52153015,1.941825628,10
2007,AZE,11.1650486,21.53110123,-0.88002038,14
2007,BHS,89.32038879,88.03827667,1.251347661,4
2007,BHR,61.16504669,66.02870941,0.521369874,10
2007,BGD,13.5922327,23.44497681,-0.827155948,15
2007,BRB,91.26213837,88.51674652,1.313636422,6
2007,BLR,34.46601868,11.48325348,-1.165873528,10
2007,BEL,90.29125977,88.99521637,1.315387249,10
2007,BLZ,48.05825424,53.11004639,-0.044806231,6
2007,BEN,37.86407852,36.84210587,-0.513145149,15
2007,BMU,88.34951782,75.11961365,0.826464057,1
2007,BTN,78.1553421,61.24401855,0.36783278,9
2007,BOL,39.80582428,22.96650696,-0.832326353,16
2007,BIH,43.68931961,38.75598145,-0.46990642,13
2007,BWA,79.61164856,66.50717926,0.54485631,16
2007,BRA,54.85437012,42.10526276,-0.409779429,17
2007,BRN,62.13592148,62.20095825,0.401655525,4
2007,BGR,50.97087479,52.63158035,-0.057684425,15
2007,BFA,47.57281494,42.5837326,-0.395825952,16
2007,BDI,9.223300934,12.91866016,-1.078666925,13
2007,CPV,77.66990662,69.37799072,0.610765517,9
2007,KHM,10.67961121,11.96172237,-1.145186782,13
2007,CMR,16.01941681,11.00478458,-1.185816526,16
2007,CAN,95.14562988,96.17224884,1.797100186,13
2007,CYM,88.34951782,84.68899536,1.090919852,1
2007,CAF,8.252427101,2.392344475,-1.573918343,11
2007,TCD,3.398058176,4.306220055,-1.543281198,14
2007,CHL,89.80582428,87.55980682,1.195187569,15
2007,CHN,32.52427292,34.44976044,-0.597397745,15
2007,COL,49.02912521,41.14832687,-0.432980388,18
2007,COM,29.12621307,13.87559795,-1.039637446,8
2007,COD,3.883495092,1.91387558,-1.614736915,14
2007,COG,10.19417477,10.04784679,-1.22322464,11
2007,COK,82.03883362,64.11483002,0.502082825,
2007,CRI,71.8446579,59.80861282,0.354344755,15
2007,CIV,12.13592243,4.78468895,-1.471718073,11
2007,HRV,58.25242615,54.54545593,0.038477756,14
2007,CUB,65.04854584,29.66507149,-0.690431654,11
2007,CYP,82.5242691,85.16746521,1.105589747,9
2007,CZE,66.99028778,78.94736481,0.878743947,13
2007,DNK,100,100,1.995170474,10
2007,DJI,35.43689346,25.35885239,-0.771052897,9
2007,DMA,74.27184296,70.81340027,0.701219738,4
2007,DOM,24.27184486,32.05741501,-0.625862598,15
2007,ECU,26.69902992,14.35406685,-1.032861471,16
2007,EGY,27.18446541,47.8468895,-0.246213481,16
2007,SLV,38.83495331,27.27272797,-0.722936034,14
2007,GNQ,7.281553268,16.74641228,-0.98628068,9
2007,ERI,39.32038879,8.612440109,-1.275266886,11
2007,EST,78.64077759,85.64593506,1.122275472,12
2007,SWZ,56.31068039,29.18660355,-0.694624126,9
2007,ETH,30.58252335,30.62200928,-0.659463108,16
2007,FJI,59.70873642,32.53588486,-0.621160269,7
2007,FIN,99.51456451,98.56459045,1.89684999,10
2007,FRA,91.74757385,90.43061829,1.456374407,13
2007,GUF,76.69902802,66.98564911,0.562008321,1
2007,GAB,9.708738327,27.75119591,-0.706393182,11
2007,GMB,28.15534019,45.93301392,-0.330507666,11
2007,GEO,53.39805984,44.97607803,-0.344459146,13
2007,DEU,92.23300934,95.21530914,1.755590677,12
2007,GHA,57.76699066,55.02392197,0.039233431,16
2007,GRC,62.62136078,76.55502319,0.859287739,11
2007,GRL,,,,
2007,GRD,70.87378693,57.89473724,0.191248715,4
2007,GUM,76.69902802,84.68899536,1.090919852,1
2007,GTM,24.75728226,12.44019127,-1.121048689,17
2007,GIN,5.825242519,5.263157845,-1.452069283,11
2007,GNB,8.737864494,7.177033424,-1.325372577,9
2007,GUY,33.49514389,40.66985703,-0.457055211,11
2007,HTI,6.310679436,6.698564529,-1.349949956,12
2007,HND,22.81553459,20.09569359,-0.928942919,15
2007,HKG,93.68932343,90.90908813,1.510004997,9
2007,HUN,73.30097198,80.38277435,0.941449285,12
2007,ISL,97.57281494,97.12918854,1.827796102,9
2007,IND,41.26213455,56.45933151,0.096898161,15
2007,IDN,31.06796074,28.7081337,-0.698989928,16
2007,IRN,34.95145798,15.31100464,-1.027451873,13
2007,IRQ,1.941747546,0.95693779,-1.838028312,9
2007,IRL,93.20388031,93.77990723,1.728221416,11
2007,ISR,77.1844635,72.72727203,0.816402733,12
2007,ITA,67.4757309,63.63636398,0.467548192,12
2007,JAM,46.60194016,44.49760818,-0.350273311,12
2007,JPN,85.43688965,89.47368622,1.319830894,12
2007,JEY,,,,
2007,JOR,64.07766724,60.28708267,0.363159925,17
2007,KAZ,17.96116447,14.83253574,-1.031902909,15
2007,KEN,18.44660187,17.22488022,-0.971304595,18
2007,KIR,60.19417572,72.24880219,0.810023129,3
2007,PRK,1.45631063,9.090909004,-1.260287404,9
2007,KOR,72.8155365,82.77511597,1.010549784,13
2007,XKX,27.6699028,25.83732033,-0.757999122,6
2007,KWT,69.90291595,68.42105103,0.593082547,12
2007,KGZ,4.854369164,7.655502319,-1.321947098,13
2007,LAO,6.796116352,18.66028786,-0.956503332,10
2007,LVA,68.44660187,71.29186249,0.715804815,11
2007,LBN,18.93203926,31.10047913,-0.656928778,14
2007,LSO,55.3398056,46.88995361,-0.312398791,11
2007,LBR,37.37863922,20.57416344,-0.906182289,13
2007,LBY,14.56310654,19.1387558,-0.955795527,12
2007,LIE,83.49514771,89.95215607,1.394881964,3
2007,LTU,58.73786545,69.85646057,0.685900152,12
2007,LUX,94.17475891,94.73683929,1.747909904,7
2007,MAC,71.35922241,58.85167313,0.309399664,1
2007,MDG,51.94174576,43.06220245,-0.389401674,15
2007,MWI,35.92232895,50.23923492,-0.166308999,16
2007,MYS,60.67961121,60.76554871,0.366876483,15
2007,MDV,19.90291214,51.67464066,-0.131116077,6
2007,MLI,38.34951401,49.28229523,-0.182401553,15
2007,MLT,81.06796265,92.34449768,1.612925768,6
2007,MHL,20.87378693,77.03349304,0.873276591,2
2007,MTQ,76.69902802,75.11961365,0.826464057,1
2007,MRT,33.98058319,28.22966576,-0.702090204,14
2007,MUS,69.41747284,76.07655334,0.851229131,11
2007,MEX,45.63106918,35.88516617,-0.542932212,17
2007,FSM,50.48543549,86.60286713,1.158916712,3
2007,MDA,29.61165047,37.32057571,-0.506612957,13
2007,MCO,,78.46890259,0.87686491,2
2007,MNG,32.03883362,45.45454407,-0.340681046,12
2007,MNE,42.71844482,48.80382919,-0.194273695,10
2007,MAR,42.23300934,46.41148376,-0.32965067,16
2007,MOZ,36.89320374,33.49282455,-0.609173477,17
2007,MMR,0.485436887,3.82775116,-1.549232721,9
2007,NAM,66.50485229,57.4162674,0.16077818,15
2007,NRU,44.6601944,64.59329987,0.502608538,2
2007,NPL,23.30097008,34.92823029,-0.588803828,13
2007,NLD,97.08737946,95.69377899,1.769875288,10
2007,ANT,88.34951782,75.11961365,0.826464057,1
2007,NZL,99.02912903,96.65071869,1.826816559,12
2007,NIC,25.24271774,24.4019146,-0.788387358,16
2007,NER,25.72815514,33.01435471,-0.613011897,14
2007,NGA,13.10679626,13.39712906,-1.06105268,18
2007,NIU,,,,
2007,MKD,41.74757385,41.62679291,-0.421303213,12
2007,NOR,94.6601944,99.0430603,1.928292036,12
2007,OMN,68.93203735,61.7224884,0.401494563,9
2007,PAK,21.84465981,21.05263138,-0.887544632,15
2007,PLW,,78.46890259,0.87686491,2
2007,PAN,46.11650467,49.76076508,-0.174098477,13
2007,PNG,11.65048504,22.00956917,-0.861481845,9
2007,PRY,7.766990185,18.18181801,-0.964514315,14
2007,PER,49.51456451,26.31579018,-0.751626134,17
2007,PHL,23.78640747,39.71291733,-0.463091701,16
2007,POL,63.59223175,62.67942429,0.40907228,13
2007,PRT,81.55339813,82.29665375,1.003112078,11
2007,PRI,70.38835144,67.46411133,0.575748801,4
2007,QAT,73.78640747,65.55023956,0.519775093,10
2007,REU,76.69902802,84.68899536,1.090919852,1
2007,ROU,51.45631027,52.1531105,-0.105703734,16
2007,RUS,16.5048542,15.78947353,-1.007557988,15
2007,RWA,57.28155518,35.40670013,-0.579642594,13
2007,WSM,65.53398132,81.33971405,0.95132494,3
2007,SMR,,78.46890259,0.87686491,2
2007,STP,48.54368973,40.19138718,-0.457398832,8
2007,SAU,52.42718506,55.50239182,0.067988209,13
2007,SEN,36.40776825,48.32535934,-0.239804193,17
2007,SRB,45.14562988,39.23445129,-0.464271188,13
2007,SYC,67.96116638,59.33014297,0.312711805,8
